alive,alive_since,anonymity,average_timeout,first_seen,ip_data,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
True,1742749782.268464,elite,905.3271831408046,1740425380.0961084,"{'as': 'AS212477 RoyaleHosting BV', 'asname': 'ROYALE-AS', 'city': 'Amsterdam', 'continent': 'Europe', 'continentCode': 'EU', 'country': 'The Netherlands', 'countryCode': 'NL', 'district': '', 'hosting': False, 'isp': 'RoyaleHosting BV', 'lat': 52.352, 'lon': 4.9392, 'mobile': False, 'org': 'RoyaleHosting BV', 'proxy': True, 'regionName': 'North Holland', 'status': 'success', 'timezone': 'Europe/Amsterdam', 'zip': '1098'}",1742240011,1742798604.1877015,18080,http,http://45.140.143.77:18080,False,62.70241737365723,28901,124,99.57278208441,45.140.143.77
True,1742797967.4007676,elite,729.3617999489932,1742753345.1817024,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742753346,1742798604.3571844,13001,http,http://43.153.109.19:13001,False,734.2605590820312,374,171,68.62385321100918,43.153.109.19
True,1742798601.54482,elite,873.0300656680403,1742749723.3309858,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742749924,1742798601.54482,13001,http,http://43.153.92.210:13001,False,751.2078285217285,435,152,74.10562180579217,43.153.92.210
True,1742798598.8091822,elite,787.0535383592373,1742761557.827105,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742761559,1742798598.8091822,13001,http,http://43.153.13.149:13001,False,756.2658786773682,337,110,75.39149888143176,43.153.13.149
True,1742798510.7627528,elite,744.5996185756464,1742745041.6714807,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742745043,1742798598.1223495,13001,http,http://43.153.69.199:13001,False,445.8792209625244,454,191,70.3875968992248,43.153.69.199
True,1742798457.8638198,elite,784.5356933887189,1742756878.0412457,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Tokyo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Japan', 'countryCode': 'JP', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 35.6893, 'lon': 139.6899, 'mobile': False, 'org': 'Tencent Cloud Computing (Beijing) Co., Ltd', 'proxy': False, 'regionName': 'Tokyo', 'status': 'success', 'timezone': 'Asia/Tokyo', 'zip': '151-0053'}",1742756879,1742798600.4558551,13001,http,http://43.167.163.132:13001,False,794.4521903991699,325,176,64.87025948103793,43.167.163.132
True,1742798296.4199586,elite,693.6951928941654,1742764604.7891076,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742764605,1742798597.4915075,13001,http,http://43.153.8.196:13001,False,443.29309463500977,291,120,70.8029197080292,43.153.8.196
True,1742798579.7269692,elite,3576.6685437164597,1742501608.6167004,"{'as': 'AS7552 Viettel Group', 'asname': 'VIETEL-AS-AP', 'city': 'Hanoi', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Vietnam', 'countryCode': 'VN', 'district': '', 'hosting': False, 'isp': 'Viettel Corporation', 'lat': 21.0184, 'lon': 105.8461, 'mobile': False, 'org': 'VIETEL', 'proxy': False, 'regionName': 'Hanoi', 'status': 'success', 'timezone': 'Asia/Bangkok', 'zip': '100000'}",1742501610,1742798599.3858824,16000,http,http://27.79.203.133:16000,False,1021.512508392334,2116,1470,59.00725041829337,27.79.203.133
True,1742798597.4056568,elite,1571.4418905244456,1742605939.8248117,"{'as': 'AS24940 Hetzner Online GmbH', 'asname': 'HETZNER-AS', 'city': 'Falkenstein', 'continent': 'Europe', 'continentCode': 'EU', 'country': 'Germany', 'countryCode': 'DE', 'district': '', 'hosting': True, 'isp': 'Hetzner Online GmbH', 'lat': 50.4777, 'lon': 12.3649, 'mobile': False, 'org': 'Hetzner', 'proxy': False, 'regionName': 'Saxony', 'status': 'success', 'timezone': 'Europe/Berlin', 'zip': '08223'}",1742613455,1742798597.4056568,3128,http,http://88.99.25.133:3128,False,1357.020616531372,139,2101,6.205357142857143,88.99.25.133
True,1742798152.7149642,elite,3426.702154599703,1739720657.4270034,"{'as': 'AS36666 GloboTech Communications', 'asname': 'GTCOMM', 'city': 'Montreal', 'continent': 'North America', 'continentCode': 'NA', 'country': 'Canada', 'countryCode': 'CA', 'district': 'Ville-Marie', 'hosting': True, 'isp': 'GloboTech Communications', 'lat': 45.5049, 'lon': -73.573, 'mobile': False, 'org': '', 'proxy': True, 'regionName': 'Quebec', 'status': 'success', 'timezone': 'America/Toronto', 'zip': 'H4X'}",1742795250,1742798597.813065,21699,http,http://67.43.236.18:21699,False,5629.531383514404,65,13941,0.4640868199343139,67.43.236.18
True,1742798594.4655538,elite,1308.3145912591513,1742528449.3393245,"{'as': 'AS18403 FPT Telecom Company', 'asname': 'FPT-AS-AP', 'city': 'Hanoi', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Vietnam', 'countryCode': 'VN', 'district': '', 'hosting': False, 'isp': 'FPT Telecom Company', 'lat': 21.0184, 'lon': 105.8461, 'mobile': False, 'org': 'Vietnam Internet Network Information Center', 'proxy': False, 'regionName': 'Hanoi', 'status': 'success', 'timezone': 'Asia/Bangkok', 'zip': '100000'}",1742528919,1742798594.4655538,10003,http,http://113.22.55.44:10003,False,9609.230279922485,154,1182,11.526946107784433,113.22.55.44
True,1742798593.021101,elite,792.6757816637415,1742748151.787062,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742748152,1742798593.021101,13001,http,http://43.153.68.236:13001,False,308.565616607666,461,147,75.82236842105263,43.153.68.236
True,1742798243.027744,elite,683.2913605912217,1742751758.5535176,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742751760,1742798591.270718,13001,http,http://43.153.112.164:13001,False,773.0686664581299,412,151,73.17939609236235,43.153.112.164
True,1742798594.3598888,transparent,5288.448920715701,1710700932.0675833,"{'as': 'AS10429 TELEFÔNICA BRASIL S.A', 'asname': 'TELEFÔNICA BRASIL S.A', 'city': 'Santos', 'continent': 'South America', 'continentCode': 'SA', 'country': 'Brazil', 'countryCode': 'BR', 'district': '', 'hosting': False, 'isp': 'Vivo', 'lat': -23.9569, 'lon': -46.3446, 'mobile': False, 'org': 'TELEF�NICA BRASIL S.A', 'proxy': True, 'regionName': 'São Paulo', 'status': 'success', 'timezone': 'America/Sao_Paulo', 'zip': '11045'}",1742341813,1742798594.3598888,3128,http,http://201.91.82.155:3128,False,9865.830659866333,248652,223399,52.674816915968826,201.91.82.155
True,1742798590.5529366,elite,1053.3998746138352,1739873781.3394666,"{'as': 'AS18403 FPT Telecom Company', 'asname': 'FPT-AS-AP', 'city': 'Hanoi', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Vietnam', 'countryCode': 'VN', 'district': '', 'hosting': False, 'isp': 'FPT Telecom Company', 'lat': 21.0184, 'lon': 105.8461, 'mobile': False, 'org': 'Vietnam Internet Network Information Center', 'proxy': False, 'regionName': 'Hanoi', 'status': 'success', 'timezone': 'Asia/Bangkok', 'zip': '100000'}",1742793829,1742798590.5529366,10004,http,http://113.22.55.40:10004,False,807.1134090423584,13,998,1.2858555885262115,113.22.55.40
True,1742798588.2453647,elite,901.0457238464644,1742739782.2270403,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742739783,1742798588.2453647,13001,http,http://43.153.25.42:13001,False,770.1594829559326,528,180,74.57627118644068,43.153.25.42
True,1742797938.5764613,elite,926.6325303209507,1742744250.7789066,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742744256,1742798587.6607509,13001,http,http://43.153.53.235:13001,False,452.04806327819824,492,161,75.34456355283308,43.153.53.235
True,1742797664.5746818,elite,736.3192224309512,1742747708.9215803,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742747710,1742798584.6434665,13001,http,http://43.153.80.136:13001,False,444.44823265075684,494,118,80.71895424836602,43.153.80.136
True,1742532887.358457,elite,2614.7053679572177,1741302956.4731824,"{'as': 'AS14618 Amazon.com, Inc.', 'asname': 'AMAZON-AES', 'city': 'Ashburn', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Amazon.com', 'lat': 39.0438, 'lon': -77.4874, 'mobile': False, 'org': 'AWS EC2 (us-east-1)', 'proxy': True, 'regionName': 'Virginia', 'status': 'success', 'timezone': 'America/New_York', 'zip': '20149'}",1742512682,1742798584.885091,8118,http,http://44.215.100.135:8118,False,2085.041046142578,11947,3695,76.37770106124536,44.215.100.135
True,1742798470.6547146,elite,3301.9925817227495,1742416412.467611,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'Santaquin', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 39.9755, 'lon': -111.7852, 'mobile': False, 'org': 'Hurricane Electric', 'proxy': True, 'regionName': 'Utah', 'status': 'success', 'timezone': 'America/Denver', 'zip': '84655'}",1742416415,1742798583.6907668,3128,http,http://65.49.68.199:3128,False,8501.919746398926,1106,1972,35.9324236517219,65.49.68.199
True,1742798581.9343464,elite,795.9519660031355,1742738252.116238,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Tokyo', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Japan', 'countryCode': 'JP', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 35.6893, 'lon': 139.6899, 'mobile': False, 'org': 'Tencent Cloud Computing (Beijing) Co., Ltd', 'proxy': False, 'regionName': 'Tokyo', 'status': 'success', 'timezone': 'Asia/Tokyo', 'zip': '151-0053'}",1742738254,1742798581.9343464,13001,http,http://43.167.169.38:13001,False,809.8833560943604,540,188,74.17582417582418,43.167.169.38
True,1742798578.1993837,elite,641.4227991393118,1742759876.5905275,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742759878,1742798578.1993837,13001,http,http://43.153.14.26:13001,False,763.0665302276611,330,137,70.66381156316916,43.153.14.26
True,1742798577.6313593,elite,4339.2510047013575,1710873486.7507796,"{'as': 'AS55701 PT. Usaha Adisanggoro', 'asname': 'ASNET-AS-ID', 'city': 'Bogor', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'Indonesia', 'countryCode': 'ID', 'district': '', 'hosting': False, 'isp': 'PT Usaha Adi Sanggoro', 'lat': -6.5945, 'lon': 106.789, 'mobile': False, 'org': '', 'proxy': True, 'regionName': 'West Java', 'status': 'success', 'timezone': 'Asia/Jakarta', 'zip': '16126'}",1742489505,1742798577.6313593,5430,socks4,socks4://49.0.2.243:5430,True,988.9216423034668,8814,235264,3.611140700923475,49.0.2.243
True,1742798581.55234,transparent,7894.5079958116685,1738967772.7030733,"{'as': 'AS14593 Space Exploration Technologies Corporation', 'asname': 'SPACEX-STARLINK', 'city': 'Buenos Aires', 'continent': 'South America', 'continentCode': 'SA', 'country': 'Argentina', 'countryCode': 'AR', 'district': '', 'hosting': False, 'isp': 'SpaceX Starlink', 'lat': -34.6036, 'lon': -58.3815, 'mobile': True, 'org': 'SpaceX Starlink', 'proxy': True, 'regionName': 'Buenos Aires F.D.', 'status': 'success', 'timezone': 'America/Argentina/Buenos_Aires', 'zip': ''}",1742597175,1742798581.55234,7979,http,http://98.97.148.19:7979,False,3061.497449874878,3515,44892,7.261346499473216,98.97.148.19
True,1742798574.4930532,elite,739.6739930389682,1742749699.2177806,"{'as': 'AS132203 Tencent Building, Kejizhongyi Avenue', 'asname': 'TENCENT-NET-AP-CN', 'city': 'Santa Clara', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Shenzhen Tencent Computer Systems Company Limited', 'lat': 37.3541, 'lon': -121.9552, 'mobile': False, 'org': 'Tencent Cloud Computing', 'proxy': False, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': ''}",1742750041,1742798574.4930532,13001,http,http://43.153.90.139:13001,False,316.7989253997803,439,145,75.17123287671232,43.153.90.139
True,1742798495.5692887,elite,4105.52820406462,1742500540.2916005,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'San Jose', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 37.2821, 'lon': -121.831, 'mobile': False, 'org': 'Hurricane Electric', 'proxy': True, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': '95111'}",1742500559,1742798574.0899649,3128,http,http://64.62.219.99:3128,False,8911.428451538086,532,1523,25.888077858880777,64.62.219.99
True,1742798500.7219791,elite,3892.961305679252,1742415929.9153292,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'Santaquin', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 39.9755, 'lon': -111.7852, 'mobile': False, 'org': 'Hurricane Electric', 'proxy': True, 'regionName': 'Utah', 'status': 'success', 'timezone': 'America/Denver', 'zip': '84655'}",1742415932,1742798575.5722172,3128,http,http://65.49.68.99:3128,False,8043.179988861084,1095,2011,35.25434642627173,65.49.68.99
True,1742797973.2060533,transparent,864.0510585572985,1742782577.0425415,"{'as': 'AS16509 Amazon.com, Inc.', 'asname': 'AMAZON-02', 'city': 'Mumbai', 'continent': 'Asia', 'continentCode': 'AS', 'country': 'India', 'countryCode': 'IN', 'district': '', 'hosting': True, 'isp': 'Amazon Technologies Inc', 'lat': 19.076, 'lon': 72.8777, 'mobile': False, 'org': 'AWS EC2 (ap-south-1)', 'proxy': False, 'regionName': 'Maharashtra', 'status': 'success', 'timezone': 'Asia/Kolkata', 'zip': '400001'}",1742782578,1742798574.442599,3128,http,http://3.6.43.134:3128,False,8625.092029571533,180,18,90.9090909090909,3.6.43.134
True,1742798575.2427824,elite,3619.3395049183755,1742423476.1036503,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'Fremont', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 37.5625, 'lon': -122.0004, 'mobile': False, 'org': 'Dynamic Internet Technology Inc', 'proxy': True, 'regionName': 'California', 'status': 'success', 'timezone': 'America/Los_Angeles', 'zip': '94536'}",1742423479,1742798575.2427824,3128,http,http://74.82.60.99:3128,False,9266.181707382202,1001,1987,33.50066934404284,74.82.60.99
True,1742798568.659104,elite,3792.7854943037682,1742416418.8438313,"{'as': 'AS6939 Hurricane Electric LLC', 'asname': 'HURRICANE', 'city': 'Cheyenne', 'continent': 'North America', 'continentCode': 'NA', 'country': 'United States', 'countryCode': 'US', 'district': '', 'hosting': True, 'isp': 'Hurricane Electric LLC', 'lat': 41.1332, 'lon': -104.819, 'mobile': False, 'org': 'Dynamic Internet Technology Inc', 'proxy': True, 'regionName': 'Wyoming', 'status': 'success', 'timezone': 'America/Denver', 'zip': '82001'}",1742416421,1742798574.838108,3128,http,http://65.49.2.99:3128,False,7393.939971923828,1103,2037,35.12738853503185,65.49.2.99
